ncv_id	ncv_location	ncv_sample_id	target_gene_name	target_gene_id	target_promoter_location	chiapet_factor	chiapet_petcount
HS_chr10_95162474_95162539	chr10:95161974..95163039,.	TCGA-E2-A152	MYOF_ENST00000371501	103057	chr10:95241450..95242451,-	POLR2A-human	3
HS_chr10_95162474_95162539	chr10:95161974..95163039,.	TCGA-E2-A152	MYOF_ENST00000371502	103058	chr10:95241450..95242451,-	POLR2A-human	3
HS_chr10_95321081_95321111	chr10:95320581..95321611,.	TCGA-A8-A08L	O3FAR1	67179	chr10:95325977..95326978,+	POLR2A-human	2
HS_chr10_96162367_96162371	chr10:96161867..96162871,.	TCGA-A2-A0EY	NOC3L	60638	chr10:96122094..96123095,-	POLR2A-human	11
HS_chr10_96162367_96162371	chr10:96161867..96162871,.	TCGA-A2-A0EY	HELLS	60639	chr10:96305178..96306179,+	POLR2A-human	8
HS_chr10_96162367_96162371	chr10:96161867..96162871,.	TCGA-A2-A0EY	HELLS_ENST00000371332	102888	chr10:96305178..96306179,+	POLR2A-human	8
HS_chr10_96162367_96162371	chr10:96161867..96162871,.	TCGA-A2-A0EY	HELLS_ENST00000394044	106787	chr10:96305178..96306179,+	POLR2A-human	8
HS_chr10_97039262_97039325	chr10:97038762..97039825,.	TCGA-A8-A094	PDLIM1	60645	chr10:97050171..97051172,-	POLR2A-human	2
HS_chr10_97039262_97039325	chr10:97038762..97039825,.	TCGA-B6-A0I6	PDLIM1	60645	chr10:97050171..97051172,-	POLR2A-human	2
HS_chr10_98748736_98748792	chr10:98748236..98749292,.	TCGA-A2-A04P	C10orf12	60656	chr10:98740647..98741648,+	POLR2A-human	2
HS_chr10_98956942_98956975	chr10:98956442..98957475,.	TCGA-A8-A075	SLIT1_ENST00000314867	107142	chr10:98944879..98945880,-	POLR2A-human	2
HS_chr10_98956942_98956975	chr10:98956442..98957475,.	TCGA-A8-A075	SLIT1	60657	chr10:98944930..98945931,-	POLR2A-human	2
HS_chr10_98956942_98956975	chr10:98956442..98957475,.	TCGA-A8-A075	SLIT1_ENST00000371041	103425	chr10:98944930..98945931,-	POLR2A-human	2
HS_chr10_99396068_99396132	chr10:99395568..99396632,.	TCGA-A8-A094	FRAT1	5106	chr10:99078710..99079711,+	POLR2A-human	2
HS_chr10_99214657_99214765	chr10:99214157..99215265,.	TCGA-A8-A094	EXOSC1	60663	chr10:99205241..99206242,-	POLR2A-human	13
HS_chr10_99294529_99294602	chr10:99294029..99295102,.	TCGA-A8-A094	MMS19	92591	chr10:99257640..99258641,-	POLR2A-human	2
HS_chr10_99294529_99294602	chr10:99294029..99295102,.	TCGA-A8-A094	UBTD1	60665	chr10:99258460..99259461,+	POLR2A-human	2
HS_chr1_100272306_100272360	chr1:100271806..100272860,.	TCGA-BH-A0WA	HIAT1	55014	chr1:100503288..100504289,+	POLR2A-human	3
HS_chr1_100272306_100272360	chr1:100271806..100272860,.	TCGA-BH-A0WA	SASS6	55015	chr1:100597869..100598870,-	POLR2A-human	4
HS_chr1_100272306_100272360	chr1:100271806..100272860,.	TCGA-BH-A0WA	CCDC76	55016	chr1:100598224..100599225,+	POLR2A-human	4
HS_chr1_1068701_1068748	chr1:1068201..1069248,.	TCGA-AR-A0TX	RNF223	106406	chr1:1007445..1008446,-	POLR2A-human	6
HS_chr1_1219936_1219966	chr1:1219436..1220466,.	TCGA-E2-A15H	RNF223	106406	chr1:1007445..1008446,-	POLR2A-human	4
HS_chr1_1068701_1068748	chr1:1068201..1069248,.	TCGA-AR-A0TX	B3GALT6	54410	chr1:1167158..1168159,+	POLR2A-human	5
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	PRMT6_ENST00000370078	99542	chr1:107598837..107599838,+	POLR2A-human	20
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	PRMT6_ENST00000540389	103282	chr1:107598910..107599911,+	POLR2A-human	20
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	PRMT6	74646	chr1:107599014..107600015,+	POLR2A-human	20
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	NTNG1	66900	chr1:107690715..107691716,+	POLR2A-human	4
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	NTNG1_ENST00000370068	92081	chr1:107690715..107691716,+	POLR2A-human	4
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	NTNG1_ENST00000370071	95211	chr1:107690715..107691716,+	POLR2A-human	4
HS_chr1_107685017_107685025	chr1:107684517..107685525,.	TCGA-E2-A15E	NTNG1_ENST00000542803	102979	chr1:107690715..107691716,+	POLR2A-human	4
HS_chr1_108284689_108284743	chr1:108284189..108285243,.	TCGA-AR-A0TX	VAV3_ENST00000415432	96858	chr1:108230552..108231553,-	POLR2A-human	10
HS_chr1_108284689_108284743	chr1:108284189..108285243,.	TCGA-AR-A0TX	RSBN1	55091	chr1:114354533..114355534,-	POLR2A-human	2
HS_chr1_108415120_108415129	chr1:108414620..108415629,.	TCGA-A8-A09X	VAV3	2713	chr1:108506990..108507991,-	POLR2A-human	2
HS_chr1_108757422_108757495	chr1:108756922..108757995,.	TCGA-A8-A075	SLC25A24_ENST00000264128	93710	chr1:108742259..108743260,-	POLR2A-human	29
HS_chr1_108880773_108880806	chr1:108880273..108881306,.	TCGA-A8-A094	SLC25A24_ENST00000264128	93710	chr1:108742259..108743260,-	POLR2A-human	4
HS_chr1_108883593_108883644	chr1:108883093..108884144,.	TCGA-E2-A15H	SLC25A24_ENST00000264128	93710	chr1:108742259..108743260,-	POLR2A-human	4
HS_chr1_109285502_109285563	chr1:109285002..109286063,.	TCGA-A2-A0EY	PRPF38B	55032	chr1:109234713..109235714,+	POLR2A-human	29
HS_chr1_111991837_111991899	chr1:111991337..111992399,.	TCGA-AR-A0TX	STXBP3	55034	chr1:109288859..109289860,+	POLR2A-human	2
HS_chr1_110106140_110106249	chr1:110105640..110106749,.	TCGA-A2-A0EY	GNAI3	1030	chr1:110090842..110091843,+	POLR2A-human	15
HS_chr11_100972918_100972966	chr11:100972418..100973466,.	TCGA-C8-A12Q	PGR	2805	chr11:100999300..101000301,-	POLR2A-human	3
HS_chr11_100972918_100972966	chr11:100972418..100973466,.	TCGA-C8-A12Q	PGR_ENST00000325455	106896	chr11:100999300..101000301,-	POLR2A-human	3
HS_chr11_102010592_102010623	chr11:102010092..102011123,.	TCGA-BH-A18R	YAP1	5589	chr11:101981079..101982080,+	POLR2A-human	3
HS_chr11_102010592_102010623	chr11:102010092..102011123,.	TCGA-BH-A18R	YAP1_ENST00000282441	92182	chr11:101981079..101982080,+	POLR2A-human	3
HS_chr11_102331093_102331147	chr11:102330593..102331647,.	TCGA-AR-A0TX	TMEM123	74789	chr11:102322853..102323854,-	POLR2A-human	6
HS_chr11_10331383_10331385	chr11:10330883..10331885,.	TCGA-AR-A0TX	SBF2	67304	chr11:10315115..10316116,-	POLR2A-human	5
HS_chr11_110068357_110068432	chr11:110067857..110068932,.	TCGA-AR-A0TX	FDX1	5700	chr11:110300344..110301345,+	POLR2A-human	2
HS_chr11_113197172_113197274	chr11:113196672..113197774,.	TCGA-A2-A0D2	TTC12	61429	chr11:113186479..113187480,+	POLR2A-human	2
HS_chr11_113197172_113197274	chr11:113196672..113197774,.	TCGA-BH-A18U	TTC12	61429	chr11:113186479..113187480,+	POLR2A-human	2
HS_chr11_113197172_113197274	chr11:113196672..113197774,.	TCGA-A2-A0D2	TTC12_ENST00000314756	103106	chr11:113186479..113187480,+	POLR2A-human	2
HS_chr11_113197172_113197274	chr11:113196672..113197774,.	TCGA-BH-A18U	TTC12_ENST00000314756	103106	chr11:113186479..113187480,+	POLR2A-human	2
HS_chr1_111461537_111461611	chr1:111461037..111462111,.	TCGA-BH-A0B9	LRIF1	66910	chr1:111505809..111506810,-	POLR2A-human	5
HS_chr1_111513179_111513231	chr1:111512679..111513731,.	TCGA-A2-A0D2	LRIF1	66910	chr1:111505809..111506810,-	POLR2A-human	4
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	EXOSC10	54489	chr1:11159387..11160388,-	POLR2A-human	2
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	EXOSC10_ENST00000544779	102913	chr1:11159387..11160388,-	POLR2A-human	2
HS_chr1_111991837_111991899	chr1:111991337..111992399,.	TCGA-AR-A0TX	C1orf88	55071	chr1:111888774..111889775,+	POLR2A-human	2
HS_chr1_112016131_112016194	chr1:112015631..112016694,.	TCGA-B6-A0I2	WDR77_ENST00000449340	102839	chr1:111990850..111991851,-	POLR2A-human	3
HS_chr1_112016131_112016194	chr1:112015631..112016694,.	TCGA-B6-A0I2	WDR77	55073	chr1:111991290..111992291,-	POLR2A-human	3
HS_chr1_111991837_111991899	chr1:111991337..111992399,.	TCGA-AR-A0TX	RAP1A	1046	chr1:112233482..112234483,+	POLR2A-human	2
HS_chr1_111991837_111991899	chr1:111991337..111992399,.	TCGA-AR-A0TX	FAM212B	95596	chr1:112297833..112298834,-	POLR2A-human	7
HS_chr1_111991837_111991899	chr1:111991337..111992399,.	TCGA-AR-A0TX	DDX20	3580	chr1:112298046..112299047,+	POLR2A-human	7
HS_chr1_112016131_112016194	chr1:112015631..112016694,.	TCGA-B6-A0I2	ATP5F1	55074	chr1:111991663..111992664,+	POLR2A-human	3
HS_chr11_120588668_120588690	chr11:120588168..120589190,.	TCGA-BH-A18U	TMEM136	61492	chr11:120197584..120198585,+	POLR2A-human	2
HS_chr11_120588668_120588690	chr11:120588168..120589190,.	TCGA-BH-A18U	TMEM136_ENST00000314475	96966	chr11:120197584..120198585,+	POLR2A-human	2
HS_chr11_126263425_126263510	chr11:126262925..126264010,.	TCGA-AO-A0JM	DCPS	61526	chr11:126173475..126174476,+	POLR2A-human	2
HS_chr11_129930999_129931026	chr11:129930499..129931526,.	TCGA-A2-A0D2	APLP2	61537	chr11:129939372..129940373,+	POLR2A-human	3
HS_chr11_129981583_129981617	chr11:129981083..129982117,.	TCGA-A2-A04T	APLP2	61537	chr11:129939372..129940373,+	POLR2A-human	3
HS_chr1_113300806_113300867	chr1:113300306..113301367,.	TCGA-A2-A0D2	PPM1J	55086	chr1:113257422..113258423,-	POLR2A-human	2
HS_chr1_113300806_113300867	chr1:113300306..113301367,.	TCGA-A7-A0CE	PPM1J	55086	chr1:113257422..113258423,-	POLR2A-human	2
HS_chr1_113271524_113271537	chr1:113271024..113272037,.	TCGA-AR-A0TX	FAM19A3	55087	chr1:113264355..113265356,+	POLR2A-human	2
HS_chr11_133813191_133813214	chr11:133812691..133813714,.	TCGA-AN-A0AT	IGSF9B_ENST00000321016	90975	chr11:133826148..133827149,-	POLR2A-human	2
HS_chr1_113774680_113774714	chr1:113774180..113775214,.	TCGA-AN-A0AT	MAGI3	55089	chr1:113933155..113934156,+	POLR2A-human	2
HS_chr1_113774680_113774714	chr1:113774180..113775214,.	TCGA-AN-A0AT	MAGI3_ENST00000307546	94732	chr1:113933155..113934156,+	POLR2A-human	2
HS_chr1_113839374_113839471	chr1:113838874..113839971,.	TCGA-BH-A0WA	MAGI3	55089	chr1:113933155..113934156,+	POLR2A-human	3
HS_chr1_113839374_113839471	chr1:113838874..113839971,.	TCGA-BH-A0WA	MAGI3_ENST00000307546	94732	chr1:113933155..113934156,+	POLR2A-human	3
HS_chr11_14637315_14637402	chr11:14636815..14637902,.	TCGA-A8-A092	PDE3B	60948	chr11:14665121..14666122,+	POLR2A-human	3
HS_chr11_14920591_14920682	chr11:14920091..14921182,.	TCGA-AR-A0TX	CYP2R1	60949	chr11:14913250..14914251,-	POLR2A-human	3
HS_chr1_115172829_115172886	chr1:115172329..115173386,.	TCGA-A2-A0D2	BCAS2	5632	chr1:115123711..115124712,-	POLR2A-human	2
HS_chr1_115231398_115231459	chr1:115230898..115231959,.	TCGA-C8-A12Q	AMPD1	615	chr1:115237591..115238592,-	POLR2A-human	3
HS_chr1_115231398_115231459	chr1:115230898..115231959,.	TCGA-C8-A12Q	AMPD1_ENST00000520113	96864	chr1:115237690..115238691,-	POLR2A-human	3
HS_chr1_116257322_116257371	chr1:116256822..116257871,.	TCGA-A8-A07B	VANGL1	5794	chr1:116193534..116194535,+	POLR2A-human	106
HS_chr1_116257322_116257371	chr1:116256822..116257871,.	TCGA-A8-A07B	CASQ2	55109	chr1:116310661..116311662,-	POLR2A-human	48
HS_chr1_116257322_116257371	chr1:116256822..116257871,.	TCGA-A8-A07B	SLC22A15	86844	chr1:116518748..116519749,+	POLR2A-human	4
HS_chr1_116257322_116257371	chr1:116256822..116257871,.	TCGA-A8-A07B	SLC22A15_ENST00000369503	90955	chr1:116518748..116519749,+	POLR2A-human	4
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	FBXO2	7039	chr1:11713896..11714897,-	POLR2A-human	2
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	FBXO44	7005	chr1:11715392..11716393,+	POLR2A-human	2
HS_chr1_117820274_117820313	chr1:117819774..117820813,.	TCGA-B6-A0IJ	TTF2	55117	chr1:117602468..117603469,+	POLR2A-human	2
HS_chr1_117820274_117820313	chr1:117819774..117820813,.	TCGA-C8-A12L	TTF2	55117	chr1:117602468..117603469,+	POLR2A-human	2
HS_chr1_117820274_117820313	chr1:117819774..117820813,.	TCGA-B6-A0IJ	TRIM45	5415	chr1:117663322..117664323,-	POLR2A-human	9
HS_chr1_117820274_117820313	chr1:117819774..117820813,.	TCGA-C8-A12L	TRIM45	5415	chr1:117663322..117664323,-	POLR2A-human	9
HS_chr11_1842813_1842854	chr11:1842313..1843354,.	TCGA-AO-A0J4	ENSG00000188082	84766	chr11:1768638..1769639,-	POLR2A-human	677
HS_chr11_1842813_1842854	chr11:1842313..1843354,.	TCGA-AO-A0J4	IFITM10	103003	chr11:1771171..1772172,-	POLR2A-human	677
HS_chr11_1842813_1842854	chr11:1842313..1843354,.	TCGA-AO-A0J4	CTSD	60867	chr11:1784588..1785589,-	POLR2A-human	677
HS_chr11_2009702_2009742	chr11:2009202..2010242,.	TCGA-A2-A0EY	CTSD	60867	chr11:1784588..1785589,-	POLR2A-human	2
HS_chr1_117857027_117857082	chr1:117856527..117857582,.	TCGA-C8-A12L	MAN1A2	55120	chr1:117910305..117911306,+	POLR2A-human	11
HS_chr1_117872263_117872313	chr1:117871763..117872813,.	TCGA-E2-A152	MAN1A2	55120	chr1:117910305..117911306,+	POLR2A-human	7
HS_chr1_117957192_117957246	chr1:117956692..117957746,.	TCGA-C8-A12L	MAN1A2	55120	chr1:117910305..117911306,+	POLR2A-human	11
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	AGTRAP	54498	chr1:11795765..11796766,+	POLR2A-human	5
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	AGTRAP_ENST00000452018	102966	chr1:11795765..11796766,+	POLR2A-human	5
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	C1orf167	78263	chr1:11838244..11839245,+	POLR2A-human	2
HS_chr11_2009702_2009742	chr11:2009202..2010242,.	TCGA-A2-A0EY	SYT8_ENST00000535046	101687	chr11:1852182..1853183,+	POLR2A-human	9
HS_chr11_2002585_2002641	chr11:2002085..2003141,.	TCGA-AN-A0G0	SYT8	60868	chr11:1855301..1856302,+	POLR2A-human	2
HS_chr11_2009702_2009742	chr11:2009202..2010242,.	TCGA-A2-A0EY	SYT8	60868	chr11:1855301..1856302,+	POLR2A-human	9
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	MTHFR	54499	chr1:11862672..11863673,-	POLR2A-human	46
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	MTHFR_ENST00000423400	101791	chr1:11862741..11863742,-	POLR2A-human	46
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	MTHFR_ENST00000376583	102723	chr1:11863070..11864071,-	POLR2A-human	46
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	CLCN6	54500	chr1:11865819..11866820,+	POLR2A-human	46
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	CLCN6_ENST00000376497	102714	chr1:11865819..11866820,+	POLR2A-human	46
HS_chr1_11963519_11963532	chr1:11963019..11964032,.	TCGA-A2-A0D1	NPPA	54501	chr1:11907240..11908241,-	POLR2A-human	2
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	NPPA	54501	chr1:11907240..11908241,-	POLR2A-human	3
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	NPPB	54502	chr1:11918389..11919390,-	POLR2A-human	9
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	PLOD1	54504	chr1:11994336..11995337,+	POLR2A-human	49
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	PLOD1_ENST00000358133	103479	chr1:11994336..11995337,+	POLR2A-human	49
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	PLOD1_ENST00000376369	103478	chr1:11994336..11995337,+	POLR2A-human	49
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	PLOD1_ENST00000429000	93899	chr1:11994336..11995337,+	POLR2A-human	49
HS_chr1_11968160_11968164	chr1:11967660..11968664,.	TCGA-A2-A04T	MIIP	54505	chr1:12081283..12082284,+	POLR2A-human	7
HS_chr11_2002585_2002641	chr11:2002085..2003141,.	TCGA-AN-A0G0	MRPL23	67233	chr11:1968092..1969093,+	POLR2A-human	3
HS_chr11_2009702_2009742	chr11:2009202..2010242,.	TCGA-A2-A0EY	MRPL23	67233	chr11:1968092..1969093,+	POLR2A-human	4
HS_chr1_1219936_1219966	chr1:1219436..1220466,.	TCGA-E2-A15H	UBE2J2	54411	chr1:1202871..1203872,-	POLR2A-human	18
HS_chr11_20400163_20400203	chr11:20399663..20400703,.	TCGA-A8-A09I	PRMT3	60981	chr11:20408792..20409793,+	POLR2A-human	12
HS_chr1_1219936_1219966	chr1:1219436..1220466,.	TCGA-E2-A15H	ACAP3_ENST00000354700	96866	chr1:1242694..1243695,-	POLR2A-human	2
HS_chr1_1219936_1219966	chr1:1219436..1220466,.	TCGA-E2-A15H	PUSL1	54414	chr1:1243523..1244524,+	POLR2A-human	2
HS_chr11_22391702_22391840	chr11:22391202..22392340,.	TCGA-A8-A09I	FANCF	697	chr11:22646855..22647856,-	POLR2A-human	2
HS_chr11_22391702_22391840	chr11:22391202..22392340,.	TCGA-E2-A152	FANCF	697	chr11:22646855..22647856,-	POLR2A-human	2
HS_chr11_32126250_32126268	chr11:32125750..32126768,.	TCGA-BH-A0E0	RCN1	60999	chr11:32112242..32113243,+	POLR2A-human	2
HS_chr11_32596424_32596516	chr11:32595924..32597016,.	TCGA-AO-A03N	EIF3M	61002	chr11:32604933..32605934,+	POLR2A-human	2
HS_chr11_34648132_34648179	chr11:34647632..34648679,.	TCGA-AR-A0TX	EHF	3675	chr11:34663677..34664678,+	POLR2A-human	2
HS_chr11_35606762_35606818	chr11:35606262..35607318,.	TCGA-A2-A0D0	FJX1	94983	chr11:35639684..35640685,+	POLR2A-human	2
HS_chr11_35606762_35606818	chr11:35606262..35607318,.	TCGA-A2-A0D0	FJX1_ENST00000317811	95106	chr11:35639684..35640685,+	POLR2A-human	2
HS_chr11_35658043_35658147	chr11:35657543..35658647,.	TCGA-A8-A075	FJX1	94983	chr11:35639684..35640685,+	POLR2A-human	7
HS_chr11_35658043_35658147	chr11:35657543..35658647,.	TCGA-A8-A075	FJX1_ENST00000317811	95106	chr11:35639684..35640685,+	POLR2A-human	7
HS_chr11_35658043_35658147	chr11:35657543..35658647,.	TCGA-A8-A075	TRIM44	5414	chr11:35684159..35685160,+	POLR2A-human	8
HS_chr11_560842_560879	chr11:560342..561379,.	TCGA-AN-A0AT	PKP3	60845	chr11:393792..394793,+	POLR2A-human	2
HS_chr11_4109925_4109988	chr11:4109425..4110488,.	TCGA-B6-A0IJ	RRM1	842	chr11:4115742..4116743,+	POLR2A-human	4
HS_chr11_44104792_44104824	chr11:44104292..44105324,.	TCGA-B6-A0RE	ACCS	61026	chr11:44088677..44089678,+	POLR2A-human	5
HS_chr1_144894293_144894363	chr1:144893793..144894863,.	TCGA-B6-A0RU	PDE4DIP_ENST00000313431	92464	chr1:144931207..144932208,-	POLR2A-human	7
HS_chr1_144895575_144895615	chr1:144895075..144896115,.	TCGA-BH-A18U	PDE4DIP_ENST00000313431	92464	chr1:144931207..144932208,-	POLR2A-human	7
HS_chr1_145038029_145038105	chr1:145037529..145038605,.	TCGA-A2-A04T	PDE4DIP_ENST00000313431	92464	chr1:144931207..144932208,-	POLR2A-human	6
HS_chr1_144932443_144932472	chr1:144931943..144932972,.	TCGA-A2-A04P	ENSG00000268172	101733	chr1:144989140..144990141,+	POLR2A-human	18
HS_chr1_144932443_144932472	chr1:144931943..144932972,.	TCGA-A2-A04P	PDE4DIP	6482	chr1:144994230..144995231,-	POLR2A-human	16
HS_chr1_144932443_144932472	chr1:144931943..144932972,.	TCGA-A2-A04P	PDE4DIP_ENST00000369351	103012	chr1:144994230..144995231,-	POLR2A-human	16
HS_chr1_144932443_144932472	chr1:144931943..144932972,.	TCGA-A2-A04P	PDE4DIP_ENST00000369356	94780	chr1:144994230..144995231,-	POLR2A-human	16
HS_chr1_144932443_144932472	chr1:144931943..144932972,.	TCGA-A2-A04P	PDE4DIP_ENST00000313382	99703	chr1:145039108..145040109,-	POLR2A-human	9
HS_chr1_145038029_145038105	chr1:145037529..145038605,.	TCGA-A2-A04T	PDE4DIP	6482	chr1:144994230..144995231,-	POLR2A-human	3
HS_chr1_145038029_145038105	chr1:145037529..145038605,.	TCGA-A2-A04T	PDE4DIP_ENST00000369351	103012	chr1:144994230..144995231,-	POLR2A-human	3
HS_chr1_145038029_145038105	chr1:145037529..145038605,.	TCGA-A2-A04T	PDE4DIP_ENST00000369356	94780	chr1:144994230..144995231,-	POLR2A-human	3
HS_chr1_145038029_145038105	chr1:145037529..145038605,.	TCGA-A2-A04T	PDE4DIP_ENST00000369348	94027	chr1:145075361..145076362,-	POLR2A-human	4
HS_chr1_149221363_149221403	chr1:149220863..149221903,.	TCGA-AR-A0TX	NBPF10	91812	chr1:145292905..145293906,+	POLR2A-human	6
HS_chr1_146640553_146640575	chr1:146640053..146641075,.	TCGA-B6-A0RT	CHD1L	653	chr1:146713853..146714854,+	POLR2A-human	92
HS_chr1_146640553_146640575	chr1:146640053..146641075,.	TCGA-B6-A0RT	CHD1L_ENST00000369258	106844	chr1:146713853..146714854,+	POLR2A-human	92
HS_chr1_146649711_146649805	chr1:146649211..146650305,.	TCGA-A8-A09I	PRKAB2	4130	chr1:146643222..146644223,-	POLR2A-human	5
HS_chr1_146649711_146649805	chr1:146649211..146650305,.	TCGA-A8-A09I	CHD1L	653	chr1:146713853..146714854,+	POLR2A-human	48
HS_chr1_146649711_146649805	chr1:146649211..146650305,.	TCGA-A8-A09I	CHD1L_ENST00000369258	106844	chr1:146713853..146714854,+	POLR2A-human	48
HS_chr11_47448116_47448150	chr11:47447616..47448650,.	TCGA-B6-A0IQ	ARFGAP2	61045	chr11:47197903..47198904,-	POLR2A-human	2
HS_chr1_147225028_147225109	chr1:147224528..147225609,.	TCGA-AO-A03N	GJA5	55151	chr1:147230845..147231846,-	POLR2A-human	3
HS_chr11_47495987_47496027	chr11:47495487..47496527,.	TCGA-A2-A0CM	CELF1	61053	chr11:47510065..47511066,-	POLR2A-human	2
HS_chr11_47495987_47496027	chr11:47495487..47496527,.	TCGA-A2-A0CM	CELF1_ENST00000395292	102859	chr11:47510065..47511066,-	POLR2A-human	2
HS_chr11_47774342_47774394	chr11:47773842..47774894,.	TCGA-BH-A0B9	FNBP4	74756	chr11:47788339..47789340,-	POLR2A-human	3
HS_chr1_149221363_149221403	chr1:149220863..149221903,.	TCGA-AR-A0TX	SF3B4	55161	chr1:149899150..149900151,-	POLR2A-human	3
HS_chr1_149899730_149899760	chr1:149899230..149900260,.	TCGA-A8-A08L	HIST2H2AA4	66930	chr1:149822180..149823181,+	POLR2A-human	4
HS_chr1_149899730_149899760	chr1:149899230..149900260,.	TCGA-A8-A08L	HIST2H2AB	55158	chr1:149858965..149859966,-	POLR2A-human	3
HS_chr1_149864537_149864584	chr1:149864037..149865084,.	TCGA-AR-A0TX	VPS45	55163	chr1:150039414..150040415,+	POLR2A-human	2
HS_chr1_149864537_149864584	chr1:149864037..149865084,.	TCGA-AR-A0TX	VPS45_ENST00000369128	103422	chr1:150040201..150041202,+	POLR2A-human	2
HS_chr1_149893899_149893924	chr1:149893399..149894424,.	TCGA-BH-A0WA	ANP32E	55165	chr1:150207633..150208634,-	POLR2A-human	2
HS_chr1_149899730_149899760	chr1:149899230..149900260,.	TCGA-A8-A08L	VPS45	55163	chr1:150039414..150040415,+	POLR2A-human	4
HS_chr1_149899730_149899760	chr1:149899230..149900260,.	TCGA-A8-A08L	VPS45_ENST00000369128	103422	chr1:150040201..150041202,+	POLR2A-human	4
HS_chr1_149899730_149899760	chr1:149899230..149900260,.	TCGA-A8-A08L	MRPS21	55169	chr1:150266286..150267287,+	POLR2A-human	2
HS_chr1_150288977_150289016	chr1:150288477..150289516,.	TCGA-A8-A075	MRPS21	55169	chr1:150266286..150267287,+	POLR2A-human	3
HS_chr1_150289187_150289224	chr1:150288687..150289724,.	TCGA-C8-A12Q	MRPS21	55169	chr1:150266286..150267287,+	POLR2A-human	3
HS_chr1_150288977_150289016	chr1:150288477..150289516,.	TCGA-A8-A075	ENSG00000215857	106486	chr1:150276951..150277952,-	POLR2A-human	4
HS_chr1_150289187_150289224	chr1:150288687..150289724,.	TCGA-C8-A12Q	ENSG00000215857	106486	chr1:150276951..150277952,-	POLR2A-human	4
HS_chr1_150845547_150845606	chr1:150845047..150846106,.	TCGA-E2-A152	C1orf138	101835	chr1:150533445..150534446,-	POLR2A-human	4
HS_chr1_150543534_150543652	chr1:150543034..150544152,.	TCGA-A8-A092	FAM63A_ENST00000361738	107281	chr1:150978130..150979131,-	POLR2A-human	4
HS_chr1_150543534_150543652	chr1:150543034..150544152,.	TCGA-A8-A092	PRUNE	55184	chr1:150980608..150981609,+	POLR2A-human	4
HS_chr1_150586179_150586257	chr1:150585679..150586757,.	TCGA-E2-A14P	MCL1	1489	chr1:150551505..150552506,-	POLR2A-human	6
